Kode Sub Kanca;Sub Kanca;SEGMENT;Kode Kanca;Kanca;Kanwil;Kode Kanwil
3771;UNIT DANGDEUR RANCAEKEK MAJALA;MIKRO;132;KC Majalaya ;Bandung ;F
765;UNIT DALEM KAUM BANDUNG N ;MIKRO;337;KC Bandung Naripan;Bandung ;F
4328;UNIT DAGO PAKAR BANDUNG SETIAB;MIKRO;408;KC Bandung Setiabudi;Bandung ;F
4328;UNIT DAGO PAKAR BANDUNG SETIAB;MIKRO;408;KC Bandung Setiabudi;Bandung ;F
4328;UNIT DAGO PAKAR BANDUNG SETIAB;MIKRO;408;KC Bandung Setiabudi;Bandung ;F
4420;UNIT CONGGEANG SUMEDANG ;MIKRO;94;KC Sumedang ;Bandung ;F
4420;UNIT CONGGEANG SUMEDANG ;MIKRO;94;KC Sumedang ;Bandung ;F
4420;UNIT CONGGEANG SUMEDANG ;MIKRO;94;KC Sumedang ;Bandung ;F
4334;UNIT COMPRENG PAMANUKAN ;MIKRO;355;KC Pamanukan;Bandung ;F
4334;UNIT COMPRENG PAMANUKAN ;MIKRO;355;KC Pamanukan;Bandung ;F
4334;UNIT COMPRENG PAMANUKAN ;MIKRO;355;KC Pamanukan;Bandung ;F
4334;UNIT COMPRENG PAMANUKAN ;MIKRO;355;KC Pamanukan;Bandung ;F
3269;UNIT CIWIDEY SOREANG;MIKRO;544;KC Soreang;Bandung ;F
3269;UNIT CIWIDEY SOREANG;MIKRO;544;KC Soreang;Bandung ;F
3269;UNIT CIWIDEY SOREANG;MIKRO;544;KC Soreang;Bandung ;F
3678;UNIT CIWASTRA BANDUNG A H NASU;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
3678;UNIT CIWASTRA BANDUNG A H NASU;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
7330;UNIT CIWARUGA BANDUNG SETIABUD;MIKRO;408;KC Bandung Setiabudi;Bandung ;F
7330;UNIT CIWARUGA BANDUNG SETIABUD;MIKRO;408;KC Bandung Setiabudi;Bandung ;F
7330;UNIT CIWARUGA BANDUNG SETIABUD;MIKRO;408;KC Bandung Setiabudi;Bandung ;F
4272;UNIT CIWARU KUNINGAN;MIKRO;133;KC Kuningan ;Bandung ;F
4128;UNIT CIWARINGIN CIREBON ;MIKRO;107;KC Cirebon Kartini;Bandung ;F
4128;UNIT CIWARINGIN CIREBON ;MIKRO;107;KC Cirebon Kartini;Bandung ;F
4128;UNIT CIWARINGIN CIREBON ;MIKRO;107;KC Cirebon Kartini;Bandung ;F
4128;UNIT CIWARINGIN CIREBON ;MIKRO;107;KC Cirebon Kartini;Bandung ;F
4431;UNIT CIUYAH SUMEDANG;MIKRO;94;KC Sumedang ;Bandung ;F
4431;UNIT CIUYAH SUMEDANG;MIKRO;94;KC Sumedang ;Bandung ;F
4094;UNIT CITEPUS CIBADAK;MIKRO;181;KC Cibadak;Bandung ;F
4094;UNIT CITEPUS CIBADAK;MIKRO;181;KC Cibadak;Bandung ;F
751;UNIT CITAMIANG BANDUNG MARTADI;MIKRO;389;KC Bandung Martadinata;Bandung ;F
751;UNIT CITAMIANG BANDUNG MARTADI;MIKRO;389;KC Bandung Martadinata;Bandung ;F
4167;UNIT CISURUPAN GARUT;MIKRO;25;KC Garut;Bandung ;F
4167;UNIT CISURUPAN GARUT;MIKRO;25;KC Garut;Bandung ;F
4167;UNIT CISURUPAN GARUT;MIKRO;25;KC Garut;Bandung ;F
4052;UNIT CISONTROL BANJAR ;MIKRO;162;KC Banjar ;Bandung ;F
4052;UNIT CISONTROL BANJAR ;MIKRO;162;KC Banjar ;Bandung ;F
4052;UNIT CISONTROL BANJAR ;MIKRO;162;KC Banjar ;Bandung ;F
4166;UNIT CISOMPET GARUT ;MIKRO;25;KC Garut;Bandung ;F
4166;UNIT CISOMPET GARUT ;MIKRO;25;KC Garut;Bandung ;F
4166;UNIT CISOMPET GARUT ;MIKRO;25;KC Garut;Bandung ;F
4093;UNIT CISOLOK CIBADAK;MIKRO;181;KC Cibadak;Bandung ;F
4093;UNIT CISOLOK CIBADAK;MIKRO;181;KC Cibadak;Bandung ;F
4093;UNIT CISOLOK CIBADAK;MIKRO;181;KC Cibadak;Bandung ;F
7782;UNIT CISITU SUMEDANG;MIKRO;94;KC Sumedang ;Bandung ;F
7782;UNIT CISITU SUMEDANG;MIKRO;94;KC Sumedang ;Bandung ;F
7782;UNIT CISITU SUMEDANG;MIKRO;94;KC Sumedang ;Bandung ;F
4165;UNIT CISEWU GARUT ;MIKRO;25;KC Garut;Bandung ;F
4165;UNIT CISEWU GARUT ;MIKRO;25;KC Garut;Bandung ;F
4448;UNIT CISAYONG TASIKMALAYA ;MIKRO;100;KC Tasikmalaya;Bandung ;F
4448;UNIT CISAYONG TASIKMALAYA ;MIKRO;100;KC Tasikmalaya;Bandung ;F
4362;UNIT CISARUNI SINGAPARNA;MIKRO;161;KC Singaparna ;Bandung ;F
4362;UNIT CISARUNI SINGAPARNA;MIKRO;161;KC Singaparna ;Bandung ;F
3287;UNIT CISARUA BANDUNG SETIABUDI;MIKRO;408;KC Bandung Setiabudi;Bandung ;F
3287;UNIT CISARUA BANDUNG SETIABUDI;MIKRO;408;KC Bandung Setiabudi;Bandung ;F
3287;UNIT CISARUA BANDUNG SETIABUDI;MIKRO;408;KC Bandung Setiabudi;Bandung ;F
7921;UNIT CISARANTEN BANDUNG A H N ;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
7921;UNIT CISARANTEN BANDUNG A H N ;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
4092;UNIT CISANDE CIBADAK;MIKRO;181;KC Cibadak;Bandung ;F
4092;UNIT CISANDE CIBADAK;MIKRO;181;KC Cibadak;Bandung ;F
4092;UNIT CISANDE CIBADAK;MIKRO;181;KC Cibadak;Bandung ;F
3779;UNIT CISALAK SUBANG ;MIKRO;123;KC Subang ;Bandung ;F
3779;UNIT CISALAK SUBANG ;MIKRO;123;KC Subang ;Bandung ;F
3779;UNIT CISALAK SUBANG ;MIKRO;123;KC Subang ;Bandung ;F
4020;UNIT CISAGA BANJAR;MIKRO;162;KC Banjar ;Bandung ;F
3464;UNIT CISAAT SUKABUMI;MIKRO;92;KC Sukabumi ;Bandung ;F
3464;UNIT CISAAT SUKABUMI;MIKRO;92;KC Sukabumi ;Bandung ;F
3464;UNIT CISAAT SUKABUMI;MIKRO;92;KC Sukabumi ;Bandung ;F
767;UNIT CIROYOM BANDUNG N;MIKRO;337;KC Bandung Naripan;Bandung ;F
767;UNIT CIROYOM BANDUNG N;MIKRO;337;KC Bandung Naripan;Bandung ;F
4079;UNIT CIRANJANG CIANJUR;MIKRO;105;KC Cianjur;Bandung ;F
4079;UNIT CIRANJANG CIANJUR;MIKRO;105;KC Cianjur;Bandung ;F
4079;UNIT CIRANJANG CIANJUR;MIKRO;105;KC Cianjur;Bandung ;F
4069;UNIT CIRANJANG BARU CIANJUR ;MIKRO;105;KC Cianjur;Bandung ;F
4069;UNIT CIRANJANG BARU CIANJUR ;MIKRO;105;KC Cianjur;Bandung ;F
4069;UNIT CIRANJANG BARU CIANJUR ;MIKRO;105;KC Cianjur;Bandung ;F
4401;UNIT CIRACAP SUKABUMI ;MIKRO;92;KC Sukabumi ;Bandung ;F
4401;UNIT CIRACAP SUKABUMI ;MIKRO;92;KC Sukabumi ;Bandung ;F
4401;UNIT CIRACAP SUKABUMI ;MIKRO;92;KC Sukabumi ;Bandung ;F
4401;UNIT CIRACAP SUKABUMI ;MIKRO;92;KC Sukabumi ;Bandung ;F
4298;UNIT CIPUTRI MAJALENGKA ;MIKRO;46;KC Majalengka ;Bandung ;F
4298;UNIT CIPUTRI MAJALENGKA ;MIKRO;46;KC Majalengka ;Bandung ;F
4298;UNIT CIPUTRI MAJALENGKA ;MIKRO;46;KC Majalengka ;Bandung ;F
4116;UNIT CIPONGKOR CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
4116;UNIT CIPONGKOR CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
4116;UNIT CIPONGKOR CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
4115;UNIT CIPEUNDEUY CIMAHI;MIKRO;137;KC Cimahi ;Bandung ;F
4115;UNIT CIPEUNDEUY CIMAHI;MIKRO;137;KC Cimahi ;Bandung ;F
4115;UNIT CIPEUNDEUY CIMAHI;MIKRO;137;KC Cimahi ;Bandung ;F
4067;UNIT CIPETIR CIANJUR;MIKRO;105;KC Cianjur;Bandung ;F
4067;UNIT CIPETIR CIANJUR;MIKRO;105;KC Cianjur;Bandung ;F
4067;UNIT CIPETIR CIANJUR;MIKRO;105;KC Cianjur;Bandung ;F
4126;UNIT CIPERNA CIREBON GUNUNG JA;MIKRO;406;KC Cirebon Gunung Jati;Bandung ;F
4126;UNIT CIPERNA CIREBON GUNUNG JA;MIKRO;406;KC Cirebon Gunung Jati;Bandung ;F
4126;UNIT CIPERNA CIREBON GUNUNG JA;MIKRO;406;KC Cirebon Gunung Jati;Bandung ;F
4126;UNIT CIPERNA CIREBON GUNUNG JA;MIKRO;406;KC Cirebon Gunung Jati;Bandung ;F
3778;UNIT CIPENDEUY SUBANG ;MIKRO;123;KC Subang ;Bandung ;F
3778;UNIT CIPENDEUY SUBANG ;MIKRO;123;KC Subang ;Bandung ;F
3778;UNIT CIPENDEUY SUBANG ;MIKRO;123;KC Subang ;Bandung ;F
4375;UNIT CIPATUJAH SINGAPARNA ;MIKRO;161;KC Singaparna ;Bandung ;F
4375;UNIT CIPATUJAH SINGAPARNA ;MIKRO;161;KC Singaparna ;Bandung ;F
4375;UNIT CIPATUJAH SINGAPARNA ;MIKRO;161;KC Singaparna ;Bandung ;F
3294;UNIT CIPATAT CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
3294;UNIT CIPATAT CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
3294;UNIT CIPATAT CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
3774;UNIT CIPARAY MAJALAYA ;MIKRO;132;KC Majalaya ;Bandung ;F
3774;UNIT CIPARAY MAJALAYA ;MIKRO;132;KC Majalaya ;Bandung ;F
3774;UNIT CIPARAY MAJALAYA ;MIKRO;132;KC Majalaya ;Bandung ;F
3774;UNIT CIPARAY MAJALAYA ;MIKRO;132;KC Majalaya ;Bandung ;F
4007;UNIT CIPARANTI BANJAR ;MIKRO;162;KC Banjar ;Bandung ;F
4007;UNIT CIPARANTI BANJAR ;MIKRO;162;KC Banjar ;Bandung ;F
4189;UNIT CIPANCUH INDRAMAYU ;MIKRO;28;KC Indramayu;Bandung ;F
4189;UNIT CIPANCUH INDRAMAYU ;MIKRO;28;KC Indramayu;Bandung ;F
4189;UNIT CIPANCUH INDRAMAYU ;MIKRO;28;KC Indramayu;Bandung ;F
3453;UNIT CIPANAS CIANJUR;MIKRO;105;KC Cianjur;Bandung ;F
3453;UNIT CIPANAS CIANJUR;MIKRO;105;KC Cianjur;Bandung ;F
3453;UNIT CIPANAS CIANJUR;MIKRO;105;KC Cianjur;Bandung ;F
4430;UNIT CIPAMEUNGPEUK SUMEDANG ;MIKRO;94;KC Sumedang ;Bandung ;F
4430;UNIT CIPAMEUNGPEUK SUMEDANG ;MIKRO;94;KC Sumedang ;Bandung ;F
4430;UNIT CIPAMEUNGPEUK SUMEDANG ;MIKRO;94;KC Sumedang ;Bandung ;F
4289;UNIT CIPAKU MAJALAYA;MIKRO;132;KC Majalaya ;Bandung ;F
4289;UNIT CIPAKU MAJALAYA;MIKRO;132;KC Majalaya ;Bandung ;F
4327;UNIT CIPAGALO BANDUNG SUKARNO ;MIKRO;407;KC Bandung Sukarno Hatta;Bandung ;F
4327;UNIT CIPAGALO BANDUNG SUKARNO ;MIKRO;407;KC Bandung Sukarno Hatta;Bandung ;F
7544;UNIT CIPACING MAJALAYA;MIKRO;132;KC Majalaya ;Bandung ;F
4051;UNIT CINYASAG CIAMIS;MIKRO;104;KC Ciamis ;Bandung ;F
4051;UNIT CINYASAG CIAMIS;MIKRO;104;KC Ciamis ;Bandung ;F
4051;UNIT CINYASAG CIAMIS;MIKRO;104;KC Ciamis ;Bandung ;F
7328;UNIT CINUNUK BANDUNG A.H. NASU;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
7328;UNIT CINUNUK BANDUNG A.H. NASU;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
4019;UNIT CINTAKARYA BANJAR;MIKRO;162;KC Banjar ;Bandung ;F
4019;UNIT CINTAKARYA BANJAR;MIKRO;162;KC Banjar ;Bandung ;F
4019;UNIT CINTAKARYA BANJAR;MIKRO;162;KC Banjar ;Bandung ;F
4018;UNIT CINTAHARJA BANJAR;MIKRO;162;KC Banjar ;Bandung ;F
4018;UNIT CINTAHARJA BANJAR;MIKRO;162;KC Banjar ;Bandung ;F
4271;UNIT CINIRU KUNINGAN;MIKRO;133;KC Kuningan ;Bandung ;F
4271;UNIT CINIRU KUNINGAN;MIKRO;133;KC Kuningan ;Bandung ;F
4323;UNIT CINGAMBUL MAJALENGKA ;MIKRO;46;KC Majalengka ;Bandung ;F
4323;UNIT CINGAMBUL MAJALENGKA ;MIKRO;46;KC Majalengka ;Bandung ;F
4447;UNIT CINEAM TASIKMALAYA ;MIKRO;100;KC Tasikmalaya;Bandung ;F
4419;UNIT CIMUNCANG SUMEDANG ;MIKRO;94;KC Sumedang ;Bandung ;F
4419;UNIT CIMUNCANG SUMEDANG ;MIKRO;94;KC Sumedang ;Bandung ;F
4419;UNIT CIMUNCANG SUMEDANG ;MIKRO;94;KC Sumedang ;Bandung ;F
3266;UNIT CIMINDI CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
3266;UNIT CIMINDI CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
3266;UNIT CIMINDI CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
3266;UNIT CIMINDI CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
4017;UNIT CIMERAK BANJAR ;MIKRO;162;KC Banjar ;Bandung ;F
4017;UNIT CIMERAK BANJAR ;MIKRO;162;KC Banjar ;Bandung ;F
4017;UNIT CIMERAK BANJAR ;MIKRO;162;KC Banjar ;Bandung ;F
4091;UNIT CIMELATI CIBADAK ;MIKRO;181;KC Cibadak;Bandung ;F
4091;UNIT CIMELATI CIBADAK ;MIKRO;181;KC Cibadak;Bandung ;F
4091;UNIT CIMELATI CIBADAK ;MIKRO;181;KC Cibadak;Bandung ;F
7922;UNIT CIMEKAR BANDUNG A H NASUT;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
7922;UNIT CIMEKAR BANDUNG A H NASUT;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
7922;UNIT CIMEKAR BANDUNG A H NASUT;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
761;UNIT CIMBULEUIT BANDUNG SETIAB;MIKRO;408;KC Bandung Setiabudi;Bandung ;F
761;UNIT CIMBULEUIT BANDUNG SETIAB;MIKRO;408;KC Bandung Setiabudi;Bandung ;F
761;UNIT CIMBULEUIT BANDUNG SETIAB;MIKRO;408;KC Bandung Setiabudi;Bandung ;F
761;UNIT CIMBULEUIT BANDUNG SETIAB;MIKRO;408;KC Bandung Setiabudi;Bandung ;F
4288;UNIT CIMAUNG SOREANG;MIKRO;544;KC Soreang;Bandung ;F
4288;UNIT CIMAUNG SOREANG;MIKRO;544;KC Soreang;Bandung ;F
4114;UNIT CIMAREME CIMAHI;MIKRO;137;KC Cimahi ;Bandung ;F
4114;UNIT CIMAREME CIMAHI;MIKRO;137;KC Cimahi ;Bandung ;F
4114;UNIT CIMAREME CIMAHI;MIKRO;137;KC Cimahi ;Bandung ;F
4114;UNIT CIMAREME CIMAHI;MIKRO;137;KC Cimahi ;Bandung ;F
4006;UNIT CIMARAGAS BANJAR ;MIKRO;162;KC Banjar ;Bandung ;F
4006;UNIT CIMARAGAS BANJAR ;MIKRO;162;KC Banjar ;Bandung ;F
4164;UNIT CIMANUK GARUT;MIKRO;25;KC Garut;Bandung ;F
4164;UNIT CIMANUK GARUT;MIKRO;25;KC Garut;Bandung ;F
4429;UNIT CIMANGGUNG SUMEDANG;MIKRO;94;KC Sumedang ;Bandung ;F
4429;UNIT CIMANGGUNG SUMEDANG;MIKRO;94;KC Sumedang ;Bandung ;F
4163;UNIT CIMANGANTEN GARUT;MIKRO;25;KC Garut;Bandung ;F
4163;UNIT CIMANGANTEN GARUT;MIKRO;25;KC Garut;Bandung ;F
4163;UNIT CIMANGANTEN GARUT;MIKRO;25;KC Garut;Bandung ;F
4428;UNIT CIMALAKA SUMEDANG;MIKRO;94;KC Sumedang ;Bandung ;F
4428;UNIT CIMALAKA SUMEDANG;MIKRO;94;KC Sumedang ;Bandung ;F
3001;UNIT CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
3001;UNIT CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
4066;UNIT CIMACAN CIANJUR;MIKRO;105;KC Cianjur;Bandung ;F
4066;UNIT CIMACAN CIANJUR;MIKRO;105;KC Cianjur;Bandung ;F
4066;UNIT CIMACAN CIANJUR;MIKRO;105;KC Cianjur;Bandung ;F
4066;UNIT CIMACAN CIANJUR;MIKRO;105;KC Cianjur;Bandung ;F
4287;UNIT CILUNCAT SOREANG ;MIKRO;544;KC Soreang;Bandung ;F
4287;UNIT CILUNCAT SOREANG ;MIKRO;544;KC Soreang;Bandung ;F
4287;UNIT CILUNCAT SOREANG ;MIKRO;544;KC Soreang;Bandung ;F
4263;UNIT CILIMUS II KUNINGAN;MIKRO;133;KC Kuningan ;Bandung ;F
4263;UNIT CILIMUS II KUNINGAN;MIKRO;133;KC Kuningan ;Bandung ;F
4263;UNIT CILIMUS II KUNINGAN;MIKRO;133;KC Kuningan ;Bandung ;F
4270;UNIT CILIMUS I KUNINGAN ;MIKRO;133;KC Kuningan ;Bandung ;F
4270;UNIT CILIMUS I KUNINGAN ;MIKRO;133;KC Kuningan ;Bandung ;F
3671;UNIT CILILIN CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
3671;UNIT CILILIN CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
3671;UNIT CILILIN CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
749;UNIT CILEUNYI BANDUNG A H NASU;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
749;UNIT CILEUNYI BANDUNG A H NASU;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
4151;UNIT CILEDUG CIREBON GUNUNG JA;MIKRO;406;KC Cirebon Gunung Jati;Bandung ;F
4151;UNIT CILEDUG CIREBON GUNUNG JA;MIKRO;406;KC Cirebon Gunung Jati;Bandung ;F
4151;UNIT CILEDUG CIREBON GUNUNG JA;MIKRO;406;KC Cirebon Gunung Jati;Bandung ;F
4162;UNIT CILAWU GARUT ;MIKRO;25;KC Garut;Bandung ;F
4162;UNIT CILAWU GARUT ;MIKRO;25;KC Garut;Bandung ;F
7021;UNIT CILAMPENI SOREANG;MIKRO;544;KC Soreang;Bandung ;F
7021;UNIT CILAMPENI SOREANG;MIKRO;544;KC Soreang;Bandung ;F
7006;UNIT CIKUTRA BARAT BANDUNG MAR;MIKRO;389;KC Bandung Martadinata;Bandung ;F
7006;UNIT CIKUTRA BARAT BANDUNG MAR;MIKRO;389;KC Bandung Martadinata;Bandung ;F
7946;UNIT CIKURUBUK TASIKMALAYA;MIKRO;100;KC Tasikmalaya;Bandung ;F
7946;UNIT CIKURUBUK TASIKMALAYA;MIKRO;100;KC Tasikmalaya;Bandung ;F
4361;UNIT CIKUNIR SINGAPARNA ;MIKRO;161;KC Singaparna ;Bandung ;F
4361;UNIT CIKUNIR SINGAPARNA ;MIKRO;161;KC Singaparna ;Bandung ;F
4361;UNIT CIKUNIR SINGAPARNA ;MIKRO;161;KC Singaparna ;Bandung ;F
4040;UNIT CIKONENG CIAMIS;MIKRO;104;KC Ciamis ;Bandung ;F
4040;UNIT CIKONENG CIAMIS;MIKRO;104;KC Ciamis ;Bandung ;F
4040;UNIT CIKONENG CIAMIS;MIKRO;104;KC Ciamis ;Bandung ;F
4297;UNIT CIKIJING MAJALENGKA;MIKRO;46;KC Majalengka ;Bandung ;F
4297;UNIT CIKIJING MAJALENGKA;MIKRO;46;KC Majalengka ;Bandung ;F
4297;UNIT CIKIJING MAJALENGKA;MIKRO;46;KC Majalengka ;Bandung ;F
4090;UNIT CIKEMBANG CIBADAK;MIKRO;181;KC Cibadak;Bandung ;F
4090;UNIT CIKEMBANG CIBADAK;MIKRO;181;KC Cibadak;Bandung ;F
4090;UNIT CIKEMBANG CIBADAK;MIKRO;181;KC Cibadak;Bandung ;F
4224;UNIT CIKEDUNG JATIBARANG;MIKRO;165;KC Jatibarang ;Bandung ;F
4224;UNIT CIKEDUNG JATIBARANG;MIKRO;165;KC Jatibarang ;Bandung ;F
4224;UNIT CIKEDUNG JATIBARANG;MIKRO;165;KC Jatibarang ;Bandung ;F
4446;UNIT CIKATOMAS TASIKMALAYA;MIKRO;100;KC Tasikmalaya;Bandung ;F
4446;UNIT CIKATOMAS TASIKMALAYA;MIKRO;100;KC Tasikmalaya;Bandung ;F
4446;UNIT CIKATOMAS TASIKMALAYA;MIKRO;100;KC Tasikmalaya;Bandung ;F
4078;UNIT CIKAROYA CIANJUR ;MIKRO;105;KC Cianjur;Bandung ;F
4078;UNIT CIKAROYA CIANJUR ;MIKRO;105;KC Cianjur;Bandung ;F
4078;UNIT CIKAROYA CIANJUR ;MIKRO;105;KC Cianjur;Bandung ;F
4078;UNIT CIKAROYA CIANJUR ;MIKRO;105;KC Cianjur;Bandung ;F
3267;UNIT CIKALONG WETAN CIMAHI;MIKRO;137;KC Cimahi ;Bandung ;F
3267;UNIT CIKALONG WETAN CIMAHI;MIKRO;137;KC Cimahi ;Bandung ;F
3267;UNIT CIKALONG WETAN CIMAHI;MIKRO;137;KC Cimahi ;Bandung ;F
4445;UNIT CIKALONG TASIKMALAYA ;MIKRO;100;KC Tasikmalaya;Bandung ;F
4445;UNIT CIKALONG TASIKMALAYA ;MIKRO;100;KC Tasikmalaya;Bandung ;F
4445;UNIT CIKALONG TASIKMALAYA ;MIKRO;100;KC Tasikmalaya;Bandung ;F
4445;UNIT CIKALONG TASIKMALAYA ;MIKRO;100;KC Tasikmalaya;Bandung ;F
4005;UNIT CIKALONG BANJAR;MIKRO;162;KC Banjar ;Bandung ;F
4005;UNIT CIKALONG BANJAR;MIKRO;162;KC Banjar ;Bandung ;F
4161;UNIT CIKAJANG GARUT ;MIKRO;25;KC Garut;Bandung ;F
4161;UNIT CIKAJANG GARUT ;MIKRO;25;KC Garut;Bandung ;F
4161;UNIT CIKAJANG GARUT ;MIKRO;25;KC Garut;Bandung ;F
4161;UNIT CIKAJANG GARUT ;MIKRO;25;KC Garut;Bandung ;F
4016;UNIT CIJULANG BANJAR;MIKRO;162;KC Banjar ;Bandung ;F
4016;UNIT CIJULANG BANJAR;MIKRO;162;KC Banjar ;Bandung ;F
4016;UNIT CIJULANG BANJAR;MIKRO;162;KC Banjar ;Bandung ;F
3291;UNIT CIJERAH CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
3291;UNIT CIJERAH CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
4065;UNIT CIJEDIL CIANJUR;MIKRO;105;KC Cianjur;Bandung ;F
4065;UNIT CIJEDIL CIANJUR;MIKRO;105;KC Cianjur;Bandung ;F
4065;UNIT CIJEDIL CIANJUR;MIKRO;105;KC Cianjur;Bandung ;F
4050;UNIT CIJANTUNG CIAMIS ;MIKRO;104;KC Ciamis ;Bandung ;F
4050;UNIT CIJANTUNG CIAMIS ;MIKRO;104;KC Ciamis ;Bandung ;F
7920;UNIT CIJAMBE BANDUNGA H NASU;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
7920;UNIT CIJAMBE BANDUNGA H NASU;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
4049;UNIT CIILAT CIAMIS;MIKRO;104;KC Ciamis ;Bandung ;F
4064;UNIT CIHERANG CIANJUR ;MIKRO;105;KC Cianjur;Bandung ;F
4064;UNIT CIHERANG CIANJUR ;MIKRO;105;KC Cianjur;Bandung ;F
4064;UNIT CIHERANG CIANJUR ;MIKRO;105;KC Cianjur;Bandung ;F
4039;UNIT CIHAURBEUTI TASIKMALAYA;MIKRO;100;KC Tasikmalaya;Bandung ;F
4039;UNIT CIHAURBEUTI TASIKMALAYA;MIKRO;100;KC Tasikmalaya;Bandung ;F
4077;UNIT CIHAUR CIANJUR ;MIKRO;105;KC Cianjur;Bandung ;F
4077;UNIT CIHAUR CIANJUR ;MIKRO;105;KC Cianjur;Bandung ;F
4077;UNIT CIHAUR CIANJUR ;MIKRO;105;KC Cianjur;Bandung ;F
4077;UNIT CIHAUR CIANJUR ;MIKRO;105;KC Cianjur;Bandung ;F
754;UNIT CIHAPIT BANDUNG MARTADINA;MIKRO;389;KC Bandung Martadinata;Bandung ;F
754;UNIT CIHAPIT BANDUNG MARTADINA;MIKRO;389;KC Bandung Martadinata;Bandung ;F
754;UNIT CIHAPIT BANDUNG MARTADINA;MIKRO;389;KC Bandung Martadinata;Bandung ;F
4113;UNIT CIHAMPELAS CIMAHI;MIKRO;137;KC Cimahi ;Bandung ;F
4113;UNIT CIHAMPELAS CIMAHI;MIKRO;137;KC Cimahi ;Bandung ;F
4113;UNIT CIHAMPELAS CIMAHI;MIKRO;137;KC Cimahi ;Bandung ;F
4269;UNIT CIGUGUR KUNINGAN ;MIKRO;133;KC Kuningan ;Bandung ;F
4269;UNIT CIGUGUR KUNINGAN ;MIKRO;133;KC Kuningan ;Bandung ;F
4015;UNIT CIGUGUR BANJAR ;MIKRO;162;KC Banjar ;Bandung ;F
4015;UNIT CIGUGUR BANJAR ;MIKRO;162;KC Banjar ;Bandung ;F
4002;UNIT CIGONDEWAH BANDUNG KOPO;MIKRO;401;KC Bandung Kopo ;Bandung ;F
4002;UNIT CIGONDEWAH BANDUNG KOPO;MIKRO;401;KC Bandung Kopo ;Bandung ;F
4374;UNIT CIGALONTANG SINGAPARNA ;MIKRO;161;KC Singaparna ;Bandung ;F
7778;UNIT CIEMAS SUKABUMI;MIKRO;92;KC Sukabumi ;Bandung ;F
7778;UNIT CIEMAS SUKABUMI;MIKRO;92;KC Sukabumi ;Bandung ;F
7778;UNIT CIEMAS SUKABUMI;MIKRO;92;KC Sukabumi ;Bandung ;F
4014;UNIT CIDOLOG BANJAR ;MIKRO;162;KC Banjar ;Bandung ;F
4085;UNIT CIDAUN SOREANG ;MIKRO;544;KC Soreang;Bandung ;F
4085;UNIT CIDAUN SOREANG ;MIKRO;544;KC Soreang;Bandung ;F
4085;UNIT CIDAUN SOREANG ;MIKRO;544;KC Soreang;Bandung ;F
4268;UNIT CIDAHU KUNINGAN;MIKRO;133;KC Kuningan ;Bandung ;F
4268;UNIT CIDAHU KUNINGAN;MIKRO;133;KC Kuningan ;Bandung ;F
7779;UNIT CIDAHU CIBADAK ;MIKRO;181;KC Cibadak;Bandung ;F
4084;UNIT CIDADAP CIANJUR;MIKRO;105;KC Cianjur;Bandung ;F
4084;UNIT CIDADAP CIANJUR;MIKRO;105;KC Cianjur;Bandung ;F
4084;UNIT CIDADAP CIANJUR;MIKRO;105;KC Cianjur;Bandung ;F
3456;UNIT CICURUG CIBADAK;MIKRO;181;KC Cibadak;Bandung ;F
3456;UNIT CICURUG CIBADAK;MIKRO;181;KC Cibadak;Bandung ;F
3456;UNIT CICURUG CIBADAK;MIKRO;181;KC Cibadak;Bandung ;F
3456;UNIT CICURUG CIBADAK;MIKRO;181;KC Cibadak;Bandung ;F
