Kode Sub Kanca;Sub Kanca;SEGMENT;Kode Kanca;Kanca;Kanwil;Kode Kanwil
4013;UNIT CICAPAR BANJAR ;MIKRO;162;KC Banjar ;Bandung ;F
3773;UNIT CICALENGKA MAJALAYA;MIKRO;132;KC Majalaya ;Bandung ;F
3773;UNIT CICALENGKA MAJALAYA;MIKRO;132;KC Majalaya ;Bandung ;F
3773;UNIT CICALENGKA MAJALAYA;MIKRO;132;KC Majalaya ;Bandung ;F
886;UNIT CICAHEUM BANDUNG A H NASU;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
886;UNIT CICAHEUM BANDUNG A H NASU;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
758;UNIT CICADAS TIMUR BANDUNG;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
758;UNIT CICADAS TIMUR BANDUNG;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
758;UNIT CICADAS TIMUR BANDUNG;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
4333;UNIT CICADAS PAMANUKAN;MIKRO;355;KC Pamanukan;Bandung ;F
4296;UNIT CICADAS MAJALENGKA ;MIKRO;46;KC Majalengka ;Bandung ;F
4296;UNIT CICADAS MAJALENGKA ;MIKRO;46;KC Majalengka ;Bandung ;F
4296;UNIT CICADAS MAJALENGKA ;MIKRO;46;KC Majalengka ;Bandung ;F
757;UNIT CICADAS BARAT BANDUNG;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
757;UNIT CICADAS BARAT BANDUNG;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
757;UNIT CICADAS BARAT BANDUNG;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
3670;UNIT CIBURUY CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
3670;UNIT CIBURUY CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
3670;UNIT CIBURUY CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
3670;UNIT CIBURUY CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
4418;UNIT CIBUNAR SUMEDANG ;MIKRO;94;KC Sumedang ;Bandung ;F
4383;UNIT CIBOGO SUBANG;MIKRO;123;KC Subang ;Bandung ;F
4383;UNIT CIBOGO SUBANG;MIKRO;123;KC Subang ;Bandung ;F
750;UNIT CIBIRU BANDUNG A H NASUTI;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
750;UNIT CIBIRU BANDUNG A H NASUTI;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
7732;UNIT CIBINONG CIANJUR ;MIKRO;105;KC Cianjur;Bandung ;F
7732;UNIT CIBINONG CIANJUR ;MIKRO;105;KC Cianjur;Bandung ;F
7732;UNIT CIBINONG CIANJUR ;MIKRO;105;KC Cianjur;Bandung ;F
4267;UNIT CIBINGBIN KUNINGAN ;MIKRO;133;KC Kuningan ;Bandung ;F
4267;UNIT CIBINGBIN KUNINGAN ;MIKRO;133;KC Kuningan ;Bandung ;F
4444;UNIT CIBEUREUM TASIKMALAYA;MIKRO;100;KC Tasikmalaya;Bandung ;F
4444;UNIT CIBEUREUM TASIKMALAYA;MIKRO;100;KC Tasikmalaya;Bandung ;F
7877;UNIT CIBEUREUM MAJALAYA ;MIKRO;132;KC Majalaya ;Bandung ;F
7993;UNIT CIBEUREUM KUNINGAN ;MIKRO;133;KC Kuningan ;Bandung ;F
7993;UNIT CIBEUREUM KUNINGAN ;MIKRO;133;KC Kuningan ;Bandung ;F
4332;UNIT CIBERES PAMANUKAN;MIKRO;355;KC Pamanukan;Bandung ;F
4332;UNIT CIBERES PAMANUKAN;MIKRO;355;KC Pamanukan;Bandung ;F
4332;UNIT CIBERES PAMANUKAN;MIKRO;355;KC Pamanukan;Bandung ;F
4332;UNIT CIBERES PAMANUKAN;MIKRO;355;KC Pamanukan;Bandung ;F
4214;UNIT CIBERENG JATIBARANG;MIKRO;165;KC Jatibarang ;Bandung ;F
4214;UNIT CIBERENG JATIBARANG;MIKRO;165;KC Jatibarang ;Bandung ;F
4351;UNIT CIBATU PURWAKARTA;MIKRO;75;KC Purwakarta ;Bandung ;F
4351;UNIT CIBATU PURWAKARTA;MIKRO;75;KC Purwakarta ;Bandung ;F
4160;UNIT CIBATU GARUT ;MIKRO;25;KC Garut;Bandung ;F
4160;UNIT CIBATU GARUT ;MIKRO;25;KC Garut;Bandung ;F
4413;UNIT CIBARAJA SUKABUMI;MIKRO;92;KC Sukabumi ;Bandung ;F
4413;UNIT CIBARAJA SUKABUMI;MIKRO;92;KC Sukabumi ;Bandung ;F
4413;UNIT CIBARAJA SUKABUMI;MIKRO;92;KC Sukabumi ;Bandung ;F
4360;UNIT CIBALONG SINGAPARNA;MIKRO;161;KC Singaparna ;Bandung ;F
4360;UNIT CIBALONG SINGAPARNA;MIKRO;161;KC Singaparna ;Bandung ;F
4360;UNIT CIBALONG SINGAPARNA;MIKRO;161;KC Singaparna ;Bandung ;F
769;UNIT CIBADUYUT BANDUNG KOPO ;MIKRO;401;KC Bandung Kopo ;Bandung ;F
769;UNIT CIBADUYUT BANDUNG KOPO ;MIKRO;401;KC Bandung Kopo ;Bandung ;F
4089;UNIT CIBADAK KOTA ;MIKRO;181;KC Cibadak;Bandung ;F
4089;UNIT CIBADAK KOTA ;MIKRO;181;KC Cibadak;Bandung ;F
4089;UNIT CIBADAK KOTA ;MIKRO;181;KC Cibadak;Bandung ;F
4089;UNIT CIBADAK KOTA ;MIKRO;181;KC Cibadak;Bandung ;F
7019;UNIT CIBADAK BANDUNG N;MIKRO;337;KC Bandung Naripan;Bandung ;F
7019;UNIT CIBADAK BANDUNG N;MIKRO;337;KC Bandung Naripan;Bandung ;F
4262;UNIT CIAWIGEBANG II KUNINGAN;MIKRO;133;KC Kuningan ;Bandung ;F
4262;UNIT CIAWIGEBANG II KUNINGAN;MIKRO;133;KC Kuningan ;Bandung ;F
4266;UNIT CIAWIGEBANG I KUNINGAN ;MIKRO;133;KC Kuningan ;Bandung ;F
4266;UNIT CIAWIGEBANG I KUNINGAN ;MIKRO;133;KC Kuningan ;Bandung ;F
4266;UNIT CIAWIGEBANG I KUNINGAN ;MIKRO;133;KC Kuningan ;Bandung ;F
3465;UNIT CIAWI KOTA TASIKMALAYA ;MIKRO;100;KC Tasikmalaya;Bandung ;F
3465;UNIT CIAWI KOTA TASIKMALAYA ;MIKRO;100;KC Tasikmalaya;Bandung ;F
3465;UNIT CIAWI KOTA TASIKMALAYA ;MIKRO;100;KC Tasikmalaya;Bandung ;F
4261;UNIT CIAWI KOTA KUNINGAN;MIKRO;133;KC Kuningan ;Bandung ;F
4261;UNIT CIAWI KOTA KUNINGAN;MIKRO;133;KC Kuningan ;Bandung ;F
3777;UNIT CIATER SUBANG;MIKRO;123;KC Subang ;Bandung ;F
3731;UNIT CIASEM HILIR PAMANUKAN ;MIKRO;355;KC Pamanukan;Bandung ;F
3731;UNIT CIASEM HILIR PAMANUKAN ;MIKRO;355;KC Pamanukan;Bandung ;F
3731;UNIT CIASEM HILIR PAMANUKAN ;MIKRO;355;KC Pamanukan;Bandung ;F
3461;UNIT CIASEM GIRANG PAMANUKAN;MIKRO;355;KC Pamanukan;Bandung ;F
3461;UNIT CIASEM GIRANG PAMANUKAN;MIKRO;355;KC Pamanukan;Bandung ;F
3461;UNIT CIASEM GIRANG PAMANUKAN;MIKRO;355;KC Pamanukan;Bandung ;F
3461;UNIT CIASEM GIRANG PAMANUKAN;MIKRO;355;KC Pamanukan;Bandung ;F
4038;UNIT CIAMIS KOTA CIAMIS ;MIKRO;104;KC Ciamis ;Bandung ;F
4038;UNIT CIAMIS KOTA CIAMIS ;MIKRO;104;KC Ciamis ;Bandung ;F
4038;UNIT CIAMIS KOTA CIAMIS ;MIKRO;104;KC Ciamis ;Bandung ;F
3259;UNIT CEMPAKA PURWAKARTA ;MIKRO;75;KC Purwakarta ;Bandung ;F
3259;UNIT CEMPAKA PURWAKARTA ;MIKRO;75;KC Purwakarta ;Bandung ;F
3259;UNIT CEMPAKA PURWAKARTA ;MIKRO;75;KC Purwakarta ;Bandung ;F
3259;UNIT CEMPAKA PURWAKARTA ;MIKRO;75;KC Purwakarta ;Bandung ;F
772;UNIT CARINGIN BANDUNG KOPO;MIKRO;401;KC Bandung Kopo ;Bandung ;F
772;UNIT CARINGIN BANDUNG KOPO;MIKRO;401;KC Bandung Kopo ;Bandung ;F
4001;UNIT CANGKUANG BANDUNG KOPO ;MIKRO;401;KC Bandung Kopo ;Bandung ;F
4001;UNIT CANGKUANG BANDUNG KOPO ;MIKRO;401;KC Bandung Kopo ;Bandung ;F
4350;UNIT CAMPAKA SARI PURWAKARTA;MIKRO;75;KC Purwakarta ;Bandung ;F
4350;UNIT CAMPAKA SARI PURWAKARTA;MIKRO;75;KC Purwakarta ;Bandung ;F
4350;UNIT CAMPAKA SARI PURWAKARTA;MIKRO;75;KC Purwakarta ;Bandung ;F
4037;UNIT BUNISEURI CIAMIS ;MIKRO;104;KC Ciamis ;Bandung ;F
4037;UNIT BUNISEURI CIAMIS ;MIKRO;104;KC Ciamis ;Bandung ;F
3776;UNIT BUNIHAYU SUBANG;MIKRO;123;KC Subang ;Bandung ;F
3776;UNIT BUNIHAYU SUBANG;MIKRO;123;KC Subang ;Bandung ;F
3776;UNIT BUNIHAYU SUBANG;MIKRO;123;KC Subang ;Bandung ;F
4159;UNIT BUNGBULANG GARUT ;MIKRO;25;KC Garut;Bandung ;F
4159;UNIT BUNGBULANG GARUT ;MIKRO;25;KC Garut;Bandung ;F
4159;UNIT BUNGBULANG GARUT ;MIKRO;25;KC Garut;Bandung ;F
4223;UNIT BULAK JATIBARANG ;MIKRO;165;KC Jatibarang ;Bandung ;F
4223;UNIT BULAK JATIBARANG ;MIKRO;165;KC Jatibarang ;Bandung ;F
4188;UNIT BULAK INDRAMAYU;MIKRO;28;KC Indramayu;Bandung ;F
4188;UNIT BULAK INDRAMAYU;MIKRO;28;KC Indramayu;Bandung ;F
4188;UNIT BULAK INDRAMAYU;MIKRO;28;KC Indramayu;Bandung ;F
4188;UNIT BULAK INDRAMAYU;MIKRO;28;KC Indramayu;Bandung ;F
4349;UNIT BUKIT INDAH PURWAKARTA ;MIKRO;75;KC Purwakarta ;Bandung ;F
4349;UNIT BUKIT INDAH PURWAKARTA ;MIKRO;75;KC Purwakarta ;Bandung ;F
4187;UNIT BUGIS INDRAMAYU;MIKRO;28;KC Indramayu;Bandung ;F
4187;UNIT BUGIS INDRAMAYU;MIKRO;28;KC Indramayu;Bandung ;F
4187;UNIT BUGIS INDRAMAYU;MIKRO;28;KC Indramayu;Bandung ;F
4187;UNIT BUGIS INDRAMAYU;MIKRO;28;KC Indramayu;Bandung ;F
4186;UNIT BUGEL INDRAMAYU;MIKRO;28;KC Indramayu;Bandung ;F
4186;UNIT BUGEL INDRAMAYU;MIKRO;28;KC Indramayu;Bandung ;F
4186;UNIT BUGEL INDRAMAYU;MIKRO;28;KC Indramayu;Bandung ;F
4417;UNIT BUAHDUA SUMEDANG ;MIKRO;94;KC Sumedang ;Bandung ;F
4417;UNIT BUAHDUA SUMEDANG ;MIKRO;94;KC Sumedang ;Bandung ;F
762;UNIT BUAH BATU BANDUNG MARTADI;MIKRO;389;KC Bandung Martadinata;Bandung ;F
762;UNIT BUAH BATU BANDUNG MARTADI;MIKRO;389;KC Bandung Martadinata;Bandung ;F
762;UNIT BUAH BATU BANDUNG MARTADI;MIKRO;389;KC Bandung Martadinata;Bandung ;F
4222;UNIT BONGAS JATIBARANG;MIKRO;165;KC Jatibarang ;Bandung ;F
4222;UNIT BONGAS JATIBARANG;MIKRO;165;KC Jatibarang ;Bandung ;F
4222;UNIT BONGAS JATIBARANG;MIKRO;165;KC Jatibarang ;Bandung ;F
3772;UNIT BOJONGSOANG MAJALAYA ;MIKRO;132;KC Majalaya ;Bandung ;F
3772;UNIT BOJONGSOANG MAJALAYA ;MIKRO;132;KC Majalaya ;Bandung ;F
3772;UNIT BOJONGSOANG MAJALAYA ;MIKRO;132;KC Majalaya ;Bandung ;F
4063;UNIT BOJONGPICUNG CIANJUR ;MIKRO;105;KC Cianjur;Bandung ;F
4063;UNIT BOJONGPICUNG CIANJUR ;MIKRO;105;KC Cianjur;Bandung ;F
4063;UNIT BOJONGPICUNG CIANJUR ;MIKRO;105;KC Cianjur;Bandung ;F
4331;UNIT BOJONGKEDING PAMANUKAN ;MIKRO;355;KC Pamanukan;Bandung ;F
4331;UNIT BOJONGKEDING PAMANUKAN ;MIKRO;355;KC Pamanukan;Bandung ;F
4400;UNIT BOJONGGENTENG SUKABUMI ;MIKRO;92;KC Sukabumi ;Bandung ;F
4400;UNIT BOJONGGENTENG SUKABUMI ;MIKRO;92;KC Sukabumi ;Bandung ;F
4400;UNIT BOJONGGENTENG SUKABUMI ;MIKRO;92;KC Sukabumi ;Bandung ;F
4373;UNIT BOJONGGAMBIR SINGAPARNA;MIKRO;161;KC Singaparna ;Bandung ;F
4373;UNIT BOJONGGAMBIR SINGAPARNA;MIKRO;161;KC Singaparna ;Bandung ;F
4373;UNIT BOJONGGAMBIR SINGAPARNA;MIKRO;161;KC Singaparna ;Bandung ;F
4358;UNIT BOJONG PURWAKARTA;MIKRO;75;KC Purwakarta ;Bandung ;F
4358;UNIT BOJONG PURWAKARTA;MIKRO;75;KC Purwakarta ;Bandung ;F
4358;UNIT BOJONG PURWAKARTA;MIKRO;75;KC Purwakarta ;Bandung ;F
4088;UNIT BOJONG CIBADAK ;MIKRO;181;KC Cibadak;Bandung ;F
4088;UNIT BOJONG CIBADAK ;MIKRO;181;KC Cibadak;Bandung ;F
4088;UNIT BOJONG CIBADAK ;MIKRO;181;KC Cibadak;Bandung ;F
4062;UNIT BOJONG CIANJUR ;MIKRO;105;KC Cianjur;Bandung ;F
4062;UNIT BOJONG CIANJUR ;MIKRO;105;KC Cianjur;Bandung ;F
4062;UNIT BOJONG CIANJUR ;MIKRO;105;KC Cianjur;Bandung ;F
4062;UNIT BOJONG CIANJUR ;MIKRO;105;KC Cianjur;Bandung ;F
4036;UNIT BOJONG CIAMIS;MIKRO;104;KC Ciamis ;Bandung ;F
4036;UNIT BOJONG CIAMIS;MIKRO;104;KC Ciamis ;Bandung ;F
4004;UNIT BOJONG BANJAR;MIKRO;162;KC Banjar ;Bandung ;F
4330;UNIT BLANAKAN PAMANUKAN ;MIKRO;355;KC Pamanukan;Bandung ;F
4330;UNIT BLANAKAN PAMANUKAN ;MIKRO;355;KC Pamanukan;Bandung ;F
4330;UNIT BLANAKAN PAMANUKAN ;MIKRO;355;KC Pamanukan;Bandung ;F
4330;UNIT BLANAKAN PAMANUKAN ;MIKRO;355;KC Pamanukan;Bandung ;F
4329;UNIT BINONG PAMANUKAN ;MIKRO;355;KC Pamanukan;Bandung ;F
4329;UNIT BINONG PAMANUKAN ;MIKRO;355;KC Pamanukan;Bandung ;F
4329;UNIT BINONG PAMANUKAN ;MIKRO;355;KC Pamanukan;Bandung ;F
4329;UNIT BINONG PAMANUKAN ;MIKRO;355;KC Pamanukan;Bandung ;F
3677;UNIT BINONG BDG SUKARNO HATTA ;MIKRO;407;KC Bandung Sukarno Hatta;Bandung ;F
3677;UNIT BINONG BDG SUKARNO HATTA ;MIKRO;407;KC Bandung Sukarno Hatta;Bandung ;F
3677;UNIT BINONG BDG SUKARNO HATTA ;MIKRO;407;KC Bandung Sukarno Hatta;Bandung ;F
3677;UNIT BINONG BDG SUKARNO HATTA ;MIKRO;407;KC Bandung Sukarno Hatta;Bandung ;F
4407;UNIT BHAYANGKARA SUKABUMI ;MIKRO;92;KC Sukabumi ;Bandung ;F
4407;UNIT BHAYANGKARA SUKABUMI ;MIKRO;92;KC Sukabumi ;Bandung ;F
4407;UNIT BHAYANGKARA SUKABUMI ;MIKRO;92;KC Sukabumi ;Bandung ;F
4295;UNIT BEUSI MAJALENGKA ;MIKRO;46;KC Majalengka ;Bandung ;F
4295;UNIT BEUSI MAJALENGKA ;MIKRO;46;KC Majalengka ;Bandung ;F
4295;UNIT BEUSI MAJALENGKA ;MIKRO;46;KC Majalengka ;Bandung ;F
4125;UNIT BEBER CIREBON GUNUNG JATI;MIKRO;406;KC Cirebon Gunung Jati;Bandung ;F
4125;UNIT BEBER CIREBON GUNUNG JATI;MIKRO;406;KC Cirebon Gunung Jati;Bandung ;F
4125;UNIT BEBER CIREBON GUNUNG JATI;MIKRO;406;KC Cirebon Gunung Jati;Bandung ;F
4158;UNIT BAYONGBONG GARUT ;MIKRO;25;KC Garut;Bandung ;F
4158;UNIT BAYONGBONG GARUT ;MIKRO;25;KC Garut;Bandung ;F
4158;UNIT BAYONGBONG GARUT ;MIKRO;25;KC Garut;Bandung ;F
4326;UNIT BATURADEN BANDUNG A.H. NA;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
4326;UNIT BATURADEN BANDUNG A.H. NA;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
4326;UNIT BATURADEN BANDUNG A.H. NA;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
3270;UNIT BATUJAJAR CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
3270;UNIT BATUJAJAR CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
3270;UNIT BATUJAJAR CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
3270;UNIT BATUJAJAR CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
4399;UNIT BAROS SUKABUMI ;MIKRO;92;KC Sukabumi ;Bandung ;F
4399;UNIT BAROS SUKABUMI ;MIKRO;92;KC Sukabumi ;Bandung ;F
4399;UNIT BAROS SUKABUMI ;MIKRO;92;KC Sukabumi ;Bandung ;F
3669;UNIT BAROS CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
3669;UNIT BAROS CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
3669;UNIT BAROS CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
3669;UNIT BAROS CIMAHI ;MIKRO;137;KC Cimahi ;Bandung ;F
4048;UNIT BAREGBEG CIAMIS;MIKRO;104;KC Ciamis ;Bandung ;F
4048;UNIT BAREGBEG CIAMIS;MIKRO;104;KC Ciamis ;Bandung ;F
4048;UNIT BAREGBEG CIAMIS;MIKRO;104;KC Ciamis ;Bandung ;F
4157;UNIT BANYURESMI GARUT ;MIKRO;25;KC Garut;Bandung ;F
4157;UNIT BANYURESMI GARUT ;MIKRO;25;KC Garut;Bandung ;F
4294;UNIT BANTARUJEG MAJALENGKA;MIKRO;46;KC Majalengka ;Bandung ;F
4294;UNIT BANTARUJEG MAJALENGKA;MIKRO;46;KC Majalengka ;Bandung ;F
4294;UNIT BANTARUJEG MAJALENGKA;MIKRO;46;KC Majalengka ;Bandung ;F
4372;UNIT BANTARKALONG SINGAPARNA;MIKRO;161;KC Singaparna ;Bandung ;F
4372;UNIT BANTARKALONG SINGAPARNA;MIKRO;161;KC Singaparna ;Bandung ;F
4443;UNIT BANTAR TASIKMALAYA ;MIKRO;100;KC Tasikmalaya;Bandung ;F
4443;UNIT BANTAR TASIKMALAYA ;MIKRO;100;KC Tasikmalaya;Bandung ;F
4156;UNIT BANJARWANGI GARUT;MIKRO;25;KC Garut;Bandung ;F
4156;UNIT BANJARWANGI GARUT;MIKRO;25;KC Garut;Bandung ;F
4156;UNIT BANJARWANGI GARUT;MIKRO;25;KC Garut;Bandung ;F
4156;UNIT BANJARWANGI GARUT;MIKRO;25;KC Garut;Bandung ;F
3153;UNIT BANJARSARI BANJAR;MIKRO;162;KC Banjar ;Bandung ;F
3153;UNIT BANJARSARI BANJAR;MIKRO;162;KC Banjar ;Bandung ;F
3153;UNIT BANJARSARI BANJAR;MIKRO;162;KC Banjar ;Bandung ;F
3153;UNIT BANJARSARI BANJAR;MIKRO;162;KC Banjar ;Bandung ;F
894;UNIT BANJARAN SOREANG ;MIKRO;544;KC Soreang;Bandung ;F
894;UNIT BANJARAN SOREANG ;MIKRO;544;KC Soreang;Bandung ;F
894;UNIT BANJARAN SOREANG ;MIKRO;544;KC Soreang;Bandung ;F
4322;UNIT BANJARAN MAJALENGKA;MIKRO;46;KC Majalengka ;Bandung ;F
4011;UNIT BANJAR TIMUR BANJAR;MIKRO;162;KC Banjar ;Bandung ;F
4011;UNIT BANJAR TIMUR BANJAR;MIKRO;162;KC Banjar ;Bandung ;F
4012;UNIT BANJAR BANDUNG ;MIKRO;162;KC Banjar ;Bandung ;F
4012;UNIT BANJAR BANDUNG ;MIKRO;162;KC Banjar ;Bandung ;F
4047;UNIT BANGBAYANG CIAMIS;MIKRO;104;KC Ciamis ;Bandung ;F
766;UNIT BANDUNG SELATAN KOPO ;MIKRO;401;KC Bandung Kopo ;Bandung ;F
766;UNIT BANDUNG SELATAN KOPO ;MIKRO;401;KC Bandung Kopo ;Bandung ;F
766;UNIT BANDUNG SELATAN KOPO ;MIKRO;401;KC Bandung Kopo ;Bandung ;F
7020;UNIT BANDUNG LAUTAN API ;MIKRO;337;KC Bandung Naripan;Bandung ;F
7020;UNIT BANDUNG LAUTAN API ;MIKRO;337;KC Bandung Naripan;Bandung ;F
775;UNIT BANCEUY BANDUNG N;MIKRO;337;KC Bandung Naripan;Bandung ;F
775;UNIT BANCEUY BANDUNG N;MIKRO;337;KC Bandung Naripan;Bandung ;F
4321;UNIT BALIDA MAJALENGKA;MIKRO;46;KC Majalengka ;Bandung ;F
4321;UNIT BALIDA MAJALENGKA;MIKRO;46;KC Majalengka ;Bandung ;F
4321;UNIT BALIDA MAJALENGKA;MIKRO;46;KC Majalengka ;Bandung ;F
7023;UNIT BALEENDAH MAJALAYA ;MIKRO;132;KC Majalaya ;Bandung ;F
7023;UNIT BALEENDAH MAJALAYA ;MIKRO;132;KC Majalaya ;Bandung ;F
7023;UNIT BALEENDAH MAJALAYA ;MIKRO;132;KC Majalaya ;Bandung ;F
7023;UNIT BALEENDAH MAJALAYA ;MIKRO;132;KC Majalaya ;Bandung ;F
4087;UNIT BAGBAGAN CIBADAK ;MIKRO;181;KC Cibadak;Bandung ;F
4087;UNIT BAGBAGAN CIBADAK ;MIKRO;181;KC Cibadak;Bandung ;F
4087;UNIT BAGBAGAN CIBADAK ;MIKRO;181;KC Cibadak;Bandung ;F
752;UNIT BABAKAN SARI BANDUNG SUKA;MIKRO;407;KC Bandung Sukarno Hatta;Bandung ;F
752;UNIT BABAKAN SARI BANDUNG SUKA;MIKRO;407;KC Bandung Sukarno Hatta;Bandung ;F
4213;UNIT BABAKAN JAYA JATIBARANG;MIKRO;165;KC Jatibarang ;Bandung ;F
4213;UNIT BABAKAN JAYA JATIBARANG;MIKRO;165;KC Jatibarang ;Bandung ;F
4124;UNIT BABAKAN CIREBON GUNUNG JA;MIKRO;406;KC Cirebon Gunung Jati;Bandung ;F
4124;UNIT BABAKAN CIREBON GUNUNG JA;MIKRO;406;KC Cirebon Gunung Jati;Bandung ;F
4124;UNIT BABAKAN CIREBON GUNUNG JA;MIKRO;406;KC Cirebon Gunung Jati;Bandung ;F
4124;UNIT BABAKAN CIREBON GUNUNG JA;MIKRO;406;KC Cirebon Gunung Jati;Bandung ;F
4348;UNIT BABAKAN CIKAO PURWAKARTA ;MIKRO;75;KC Purwakarta ;Bandung ;F
4348;UNIT BABAKAN CIKAO PURWAKARTA ;MIKRO;75;KC Purwakarta ;Bandung ;F
4348;UNIT BABAKAN CIKAO PURWAKARTA ;MIKRO;75;KC Purwakarta ;Bandung ;F
4046;UNIT AWILUAR CIAMIS ;MIKRO;104;KC Ciamis ;Bandung ;F
4046;UNIT AWILUAR CIAMIS ;MIKRO;104;KC Ciamis ;Bandung ;F
4123;UNIT ASTANAJAPURA CIREBON GUNU;MIKRO;406;KC Cirebon Gunung Jati;Bandung ;F
4123;UNIT ASTANAJAPURA CIREBON GUNU;MIKRO;406;KC Cirebon Gunung Jati;Bandung ;F
4123;UNIT ASTANAJAPURA CIREBON GUNU;MIKRO;406;KC Cirebon Gunung Jati;Bandung ;F
764;UNIT ASTANA ANYAR BANDUNG N ;MIKRO;337;KC Bandung Naripan;Bandung ;F
764;UNIT ASTANA ANYAR BANDUNG N ;MIKRO;337;KC Bandung Naripan;Bandung ;F
7733;UNIT ARJAWINANGUN II CIREBON;MIKRO;107;KC Cirebon Kartini;Bandung ;F
7733;UNIT ARJAWINANGUN II CIREBON;MIKRO;107;KC Cirebon Kartini;Bandung ;F
7733;UNIT ARJAWINANGUN II CIREBON;MIKRO;107;KC Cirebon Kartini;Bandung ;F
4150;UNIT ARJAWINANGUN CIREBON ;MIKRO;107;KC Cirebon Kartini;Bandung ;F
4150;UNIT ARJAWINANGUN CIREBON ;MIKRO;107;KC Cirebon Kartini;Bandung ;F
4150;UNIT ARJAWINANGUN CIREBON ;MIKRO;107;KC Cirebon Kartini;Bandung ;F
4150;UNIT ARJAWINANGUN CIREBON ;MIKRO;107;KC Cirebon Kartini;Bandung ;F
4359;UNIT ARJASARI SINGAPARNA;MIKRO;161;KC Singaparna ;Bandung ;F
4442;UNIT ARGASARI TASIKMALAYA ;MIKRO;100;KC Tasikmalaya;Bandung ;F
4442;UNIT ARGASARI TASIKMALAYA ;MIKRO;100;KC Tasikmalaya;Bandung ;F
4320;UNIT ARGAPURA MAJALENGKA;MIKRO;46;KC Majalengka ;Bandung ;F
4320;UNIT ARGAPURA MAJALENGKA;MIKRO;46;KC Majalengka ;Bandung ;F
4320;UNIT ARGAPURA MAJALENGKA;MIKRO;46;KC Majalengka ;Bandung ;F
7509;UNIT ARCAMANIK BANDUNG A H NAS;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
7509;UNIT ARCAMANIK BANDUNG A H NAS;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
748;UNIT ANTAPANI BANDUNG A H NASU;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
748;UNIT ANTAPANI BANDUNG A H NASU;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
748;UNIT ANTAPANI BANDUNG A H NASU;MIKRO;354;KC Bandung A.H. Nasution;Bandung ;F
4185;UNIT ANJATAN INDRAMAYU;MIKRO;28;KC Indramayu;Bandung ;F
4185;UNIT ANJATAN INDRAMAYU;MIKRO;28;KC Indramayu;Bandung ;F
4185;UNIT ANJATAN INDRAMAYU;MIKRO;28;KC Indramayu;Bandung ;F
4172;UNIT AHMAD YANI GARUT ;MIKRO;25;KC Garut;Bandung ;F
4172;UNIT AHMAD YANI GARUT ;MIKRO;25;KC Garut;Bandung ;F
7471;UNIT AGRABINTA CIANJUR;MIKRO;105;KC Cianjur;Bandung ;F
7471;UNIT AGRABINTA CIANJUR;MIKRO;105;KC Cianjur;Bandung ;F
7471;UNIT AGRABINTA CIANJUR;MIKRO;105;KC Cianjur;Bandung ;F
7471;UNIT AGRABINTA CIANJUR;MIKRO;105;KC Cianjur;Bandung ;F
771;UNIT ABDUL MUIS BANDUNG N ;MIKRO;337;KC Bandung Naripan;Bandung ;F
771;UNIT ABDUL MUIS BANDUNG N ;MIKRO;337;KC Bandung Naripan;Bandung ;F
771;UNIT ABDUL MUIS BANDUNG N ;MIKRO;337;KC Bandung Naripan;Bandung ;F
1335;KKASIA PLAZA;RITEL;100;KC Tasikmalaya;Bandung ;F
1690;KK UPI CIBIRU ;RITEL;354;KC Bandung A.H. Nasution;Bandung ;F
1690;KK UPI CIBIRU ;RITEL;354;KC Bandung A.H. Nasution;Bandung ;F
1690;KK UPI CIBIRU ;RITEL;354;KC Bandung A.H. Nasution;Bandung ;F
1647;KK UNPAR Bandung;RITEL;405;KC Bandung Dago ;Bandung ;F
1351;KK UNPAD BANDUNG;RITEL;94;KC Sumedang ;Bandung ;F
